disease_id,category,log2fc__2_butanone,log2fc__2_pentanone,log2fc__3_methylbutanal,log2fc__acetaldehyde,log2fc__acetone,log2fc__acetonitrile,log2fc__allyl_methyl_sulfide,log2fc__ammonia,log2fc__benzaldehyde,log2fc__benzene,log2fc__butane,log2fc__carbon_disulfide,log2fc__crotonaldehyde,log2fc__cyclohexane,log2fc__decanal,log2fc__dimethyl_amine,log2fc__dimethyl_disulfide,log2fc__dms,log2fc__dmts,log2fc__dodecane,log2fc__ethane,log2fc__ethanol,log2fc__ethyl_acetate,log2fc__ethylbenzene,log2fc__formaldehyde,log2fc__furan,log2fc__heptanal,log2fc__hexanal,log2fc__hexane,log2fc__hydrogen_sulfide,log2fc__indole,log2fc__isoprene,log2fc__isopropanol,log2fc__limonene,log2fc__methanol,log2fc__methyl_acetate,log2fc__methyl_mercaptan,log2fc__nonanal,log2fc__octanal,log2fc__octane,log2fc__pentane,log2fc__phenol,log2fc__propanol,log2fc__propionaldehyde,log2fc__pyrrole,log2fc__styrene,log2fc__toluene,log2fc__trimethylamine,log2fc__undecane,log2fc__xylene
atopic_dermatitis,inflammatory,0.03881808441729274,-0.1482134831642181,0.3030191872353066,0.007379737570423142,0.0857769171159053,-0.16347466462865382,-0.16727054877775338,0.10467405378258367,-0.008663415772533621,0.04635951844379424,0.03337021752214339,0.010971421126639107,0.03965211192603325,0.03110727100899001,0.05522881080435462,0.013844815325450751,3.981280461735194e-05,0.005153966517019903,0.00741550681117983,0.026862108266448692,0.07121816428191625,0.015232808394657906,0.03056198655990155,-0.059579200407379365,-0.009955933154756604,-0.0607058606901215,0.09001976137967488,2.242740387645266,0.04225343066728997,0.4591902729182341,0.012989501023377772,-0.030016761792365097,0.05614180086574822,-0.0011881223472207279,0.0044440668452434785,-0.16584720578802575,-0.0016024880247879397,0.10721375972104494,0.3269549143325108,0.1592827140614168,2.888747623117595,0.10747694516835488,-0.005093381986556415,0.04532211192603325,-0.007303442714802512,-0.005756477320129666,-0.002335569691131557,0.00900414199512099,0.038688380522185935,0.004163240537168198
autism_spectrum_disorder,neurological,0.027380829827578845,-0.1482134831642181,0.002478948136778942,0.021794842275342778,0.3045245336748404,-0.16347466462865382,-0.13325054877775322,2.3113904328761374,-0.008663415772533621,0.04635951844379424,-0.006319782477856551,0.010971421126639107,-0.0057078880739668,-0.0029127289910101943,-0.007141189195645485,0.04433845168908728,0.05673981280461743,0.015526581827892313,0.00741550681117983,-0.004889891733551362,0.37388955143167396,0.07587487823773784,0.057441986559901625,-0.059579200407379365,0.008296066845243252,-0.04807387736044842,0.02197976137967472,0.5824507050475982,-0.003106569332710392,1.072126311665789,1.2356511703800954,-0.20359939568831706,0.05078124276705493,-0.0011881223472207279,0.02364406684524339,-0.16584720578802575,0.017894996863040517,0.3350328645088812,0.29818658813661897,0.11959271406141694,2.6784154002497846,0.6050269451683548,0.16274096742945718,-0.0057078880739668,0.03238655728519729,-0.005756477320129666,-0.002335569691131557,0.04025521499919093,0.004668380522185913,0.0027768281545931827
bipolar,neurological,0.037171784280570774,-0.1482134831642181,0.002799378065430325,0.0035388886846442424,0.3627779793789252,-0.14179615694676684,-0.14559204109586646,0.046194113501003574,-0.009709174860689927,0.04635951844379424,0.038166379136679134,0.01778358274117482,0.04416027354056919,0.028333511920833367,0.06023916143569824,-0.007737307399069048,0.008218163435961098,0.005496411471059166,0.015593857442523326,0.025569738195100118,0.5145125542066314,0.0005867416556261358,0.010722416488552922,-0.059579200407379365,0.025564646539149898,-0.03426631821663725,0.08656376137967477,2.9792752936631977,0.04676159228182553,0.00097536537023319,0.012917348817088739,-0.12490381391572769,0.0517881847775151,0.006990228284123086,0.010939646539149887,-0.14280250908933081,0.0009753653702328698,0.4913088645088812,0.3187558150939003,0.15726671406141696,3.953242014037175,0.10747694516835488,0.1473621801156634,0.04954227354056917,-0.008349201802958986,0.001055684294405962,0.004476591923404524,0.0011126774052173413,0.03728081045083729,0.0048330341728556716
breast_benign,unspecified,0.10580077710244654,-0.38535505622696714,0.008672537882897804,-0.009903358941706419,0.28689024298271204,-0.42503412803449997,-0.43490342682215893,0.10155652453452596,-0.022524881008587124,0.12053474795386482,-0.009669434442427105,0.028525694929261713,-0.007112508992313598,-0.0017770953766261233,-0.00794109190867834,-0.015807116517464023,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.007304118507233482,0.010495727132982363,0.005249858551974376,0.027045165055744034,-0.15490592105918605,-0.02588542620236717,-0.17751417114329834,0.06873937958715444,1.1716855800476829,-0.0003490802650465204,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.0824228677712776,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.07630840027471689,0.14279117234508065,0.317703056559684,1.8221909143014912,0.27944005743772243,-0.039544300824638765,-0.006146508992313526,-0.01898895105848673,-0.014966841032337379,-0.006072481196941563,-0.003629091148007798,0.01793378935768337,0.010854883296926215
breast_invasive_carcinoma,cancer,2.922481653443106,-0.38535505622696714,0.01089981061017042,3.1349657133544504,0.40716110945172035,-0.42503412803449997,-0.43490342682215893,0.21796673301653555,-0.022524881008587124,0.12053474795386482,0.2925696235773813,0.03406969492926166,-0.0030133089923135245,0.001297304623373773,-0.0023046919086780904,-0.014216207426554776,0.00010351329200491581,0.017659447919054296,1.4195678846077548,-0.004434678507233402,0.015107327132982134,3.3568024720399956,0.027045165055744034,-0.09540592105918609,-0.02588542620236717,0.14732482103211714,0.2580208104053738,3.3756619511499113,0.31727737775476184,-0.0013964736879371626,0.013446960918225614,-1.2945152615464068,0.0824228677712776,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.000842599726486612,0.32551064772309135,0.3977713389415048,0.3212898565596839,1.7922192891493267,0.27944005743772243,-0.039544300824638765,0.3119923490274949,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.021008189357683334,0.010854883296926215
cancer_bladder,cancer,0.6154913832462209,-0.4819132973136886,0.017689651519261246,0.4453573812695372,0.330114148375813,-0.42503412803449997,-0.43490342682215893,0.10407014226520354,-0.022524881008587124,0.15868675044413477,0.29903762357738123,0.028525694929261713,0.004378691007686331,0.006841304623373869,0.007859308091321675,-0.009366321062918586,0.00010351329200491581,0.013446960918225297,0.019280317709067088,0.0007397214927665825,0.023423327132982216,0.8960764831045231,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.14928820398866957,0.4095221395359147,2.3317914078120245,0.3246693777547619,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.5311125295321645,0.46262207724222576,0.3566478212637259,2.6687073302456725,0.27944005743772243,-0.037873187538160935,0.3203083490274949,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.026552189357683286,0.010854883296926215
cancer_blood,cancer,0.8955316611427302,-0.4819132973136886,0.019376309473806738,1.0370407313412948,0.3316967518527591,-0.42503412803449997,-0.43490342682215893,0.10454082684582769,-0.022524881008587124,0.15868675044413477,0.29750882357738123,0.028525694929261713,0.002631491007686332,0.005530904623373869,0.0054569080913217174,-0.008161565381100432,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.0004833185072335221,0.021457727132982118,1.930504008985934,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.1488238053550581,0.40690133953591434,2.776985649365385,0.32292217775476195,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.5282733295321644,0.4615299834440046,0.3551190212637258,2.855747548897373,0.27944005743772243,-0.037873187538160935,0.31834274902749504,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.025241789357683255,0.010854883296926215
cancer_kidney,cancer,0.6154913832462209,-0.4819132973136886,0.017689651519261246,0.4453573812695372,0.330114148375813,-0.42503412803449997,-0.43490342682215893,0.10407014226520354,-0.022524881008587124,0.15868675044413477,0.29750882357738123,0.028525694929261713,0.002631491007686332,0.005530904623373869,0.0054569080913217174,-0.009366321062918586,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.0004833185072335221,0.021457727132982118,0.42752099208959177,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.1488238053550581,0.40690133953591434,2.5311753723470405,0.32292217775476195,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.5282733295321644,0.4615299834440046,0.3551190212637258,2.913775513328183,0.27944005743772243,-0.037873187538160935,0.31834274902749504,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.025241789357683255,0.010854883296926215
cancer_prostate,cancer,1.2304944614928652,-0.4819132973136886,0.04095017424653424,1.9627544302417825,0.41826994659818356,-0.3343335524215013,-0.3457632380243816,0.11057549445977805,-0.008412881008587059,0.17781108218172859,0.012674565557572808,0.049914425462760884,0.018423491007686317,0.017374904623373894,0.057677529299693324,0.007248338027990651,0.00010351329200491581,0.023220362310343877,0.040669048242566536,0.010571081492766485,0.06973034834135393,3.1810219123457415,0.048433895589243416,-0.1637855410084171,-0.9143516764094382,-0.14227831496870738,0.18881472453640244,3.651847046308583,0.025186919734953437,-0.004161938961984116,0.023220362310344193,-0.24834031536713988,0.07671082568926359,0.0072693671823016,0.10020387994413109,-0.34050215943586803,-0.004161938961984116,0.2692092617628144,0.030150073050382552,0.2553065444859302,3.614989534339618,0.27944005743772243,-0.037873187538160935,0.05308811221605817,-0.01898895105848673,0.0014971589676626238,0.012743518803058324,-0.003629091148007798,0.04578224151711052,0.02816786240927503
cancer_skin_melanoma,cancer,2.3103454707220075,-0.4819132973136886,0.023744715155625064,2.550605633922113,0.3313216297698872,-0.42503412803449997,-0.43490342682215893,0.10576063713784972,-0.022524881008587124,0.15868675044413477,0.2998020235773813,0.028525694929261713,0.005252291007686319,0.0074965046233737955,0.009060508091321614,-0.005041275608373141,0.00010351329200491581,0.013446960918225297,0.019280317709067088,0.0013512414927665823,0.02440612713298231,3.2995591446703427,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.1495204790668603,0.410832539535915,3.4601507224239243,0.3255429777547619,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.5325321295321644,0.46316849611423583,0.35741222126372574,2.7012376248256498,0.27944005743772243,-0.037873187538160935,0.32129114902749495,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.027207389357683177,0.010854883296926215
cancer_stomach,cancer,2.7820874420484993,-0.4666007973136885,0.04446258333744319,2.434896654156836,0.6851652013055279,-0.3343335524215013,-0.3457632380243816,0.37172418181818184,-0.022524881008587124,0.1613470821817285,0.005398065557572997,0.049914425462760884,0.01010749100768636,0.01113790462337393,0.01573640809132171,0.009757201664354028,0.00010351329200491581,0.023220362310343877,0.040669048242566536,0.004749881492766552,0.029868227132982258,3.3297955464087785,0.06604327058924338,-0.18024954100841714,0.08294690270912472,-0.14431867031852486,0.17634072453640243,3.775448945961913,0.01687091973495357,0.42269534984174506,0.066196207789435,0.8146790265963959,0.08792138783672827,0.007494881897226266,0.09878200494413132,-0.34050215943586803,-0.004161938961984116,0.6402694274795048,0.010950876330970551,0.24803004448593036,3.210575746838084,0.48944005743772234,-0.02907683249546128,0.013225991007686486,-0.01898895105848673,0.5818789243653214,-0.006072481196941563,0.005434018041024118,0.03954524151711059,0.020607312305075762
celiac,inflammatory,0.03881808441729274,-0.1482134831642181,0.3030191872353066,0.007379737570423142,0.0857769171159053,-0.16347466462865382,-0.16727054877775338,0.10467405378258367,-0.008663415772533621,0.04635951844379424,0.03337021752214339,0.010971421126639107,0.03965211192603325,0.03110727100899001,0.05522881080435462,0.013844815325450751,3.981280461735194e-05,0.005153966517019903,0.00741550681117983,0.026862108266448692,0.07121816428191625,0.015232808394657906,0.03056198655990155,-0.059579200407379365,-0.009955933154756604,-0.0607058606901215,0.09001976137967488,2.242740387645266,0.04225343066728997,0.4591902729182341,0.012989501023377772,-0.030016761792365097,0.05614180086574822,-0.0011881223472207279,0.0044440668452434785,-0.16584720578802575,-0.0016024880247879397,0.10721375972104494,0.3269549143325108,0.1592827140614168,2.888747623117595,0.10747694516835488,-0.005093381986556415,0.04532211192603325,-0.007303442714802512,-0.005756477320129666,-0.002335569691131557,0.00900414199512099,0.038688380522185935,0.004163240537168198
cervical_cancer,cancer,0.6241684665795543,-0.4819132973136886,0.017689651519261246,0.4553275201584262,0.3330747815469631,-0.42503412803449997,-0.43490342682215893,0.10407014226520354,-0.022524881008587124,0.15868675044413477,0.29750882357738123,0.028525694929261713,0.002631491007686332,0.005530904623373869,0.0054569080913217174,-0.009366321062918586,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.0004833185072335221,0.021457727132982118,1.0510786225517992,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.1488238053550581,0.40690133953591434,2.626052686962449,0.32292217775476195,-0.004161938961984116,0.013446960918225614,-0.07458542887048412,0.08231778876594291,-0.0030891181027738347,-0.025885426202367008,-0.43120273504886686,-0.004161938961984116,0.5282733295321644,0.4615299834440046,0.3551190212637258,2.9243799256449075,0.27944005743772243,-0.037873187538160935,0.31834274902749504,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.003629091148007798,0.025241789357683255,0.010854883296926215
chronic_bronchitis,pulmonary,0.03881808441729274,0.034198221348161244,0.068573525792703,-0.007737307399069209,0.31417853571112864,-0.13386325265325427,-0.12097928557743882,1.6026942419203831,0.005194825139310062,-0.060560720274311954,0.15953946451730308,0.01778358274117482,0.18119618313994285,0.14162997434109123,0.24073452513321614,0.06516422669183992,0.037018163435961066,0.017406828501258458,0.015593857442523326,0.12501486966947378,0.984567245035067,-0.00020839014922645325,0.010722416488552922,-0.04219120040737927,0.017619867280737177,-0.011997464767374618,0.27451765200467465,4.348684473025377,0.18824018154868025,0.36711693633779036,0.03062816157964614,-0.25228057390609354,0.05402766820037593,0.03183022828412302,0.018872550832662878,-0.13486960479581825,0.0158226263619017,0.7922287043526313,0.11467091697856464,0.30097394984229014,4.537617090930231,0.25693499345575993,0.2157929834619382,0.15472365491238055,0.011810798197040966,0.018443684294405984,0.19052295581775502,0.019977936810192935,0.14299107161271102,0.015141960724402194
chronic_kidney_disease,metabolic,0.5073623706853835,0.3539739321592289,0.002478948136778942,-0.006691548310912755,0.4369524345493364,-0.16347466462865382,-0.16727054877775338,3.237946691862379,-0.008663415772533621,0.04635951844379424,-0.006319782477856551,0.010971421126639107,-0.0057078880739668,-0.0029127289910101943,-0.007141189195645485,0.5464877971081661,3.981280461735194e-05,0.499950647701284,0.00741550681117983,-0.004889891733551362,0.01300066428191637,0.0005867416556261358,0.010401986559901604,-0.059579200407379365,0.0019240668452434732,-0.04807387736044842,0.02197976137967472,0.9341018976665281,-0.003106569332710392,-0.001068127549935545,0.0034380226791812804,-0.01994162275322662,0.45090567113619123,-0.0011881223472207279,-0.00335593315475652,-0.16584720578802575,-0.001068127549935545,0.024519384721044857,-0.0011619981691168802,0.11959271406141694,0.9461144287415753,0.10747694516835488,-0.010229177170484305,-0.0057078880739668,-0.007303442714802512,-0.005756477320129666,-0.002335569691131557,0.20136056321216642,0.004668380522185913,0.0027768281545931827
chronic_liver_disease,metabolic,0.5011890839367484,0.3539739321592289,0.002478948136778942,-0.006691548310912755,0.3291659579773252,-0.16286955372135178,-0.16666543787045118,3.489546146681662,0.09036631132581345,0.1051595184437942,-0.006319782477856551,0.18447342112663914,-0.0057078880739668,-0.0029127289910101943,-0.007036433109344028,-0.006691548310912594,3.981280461735194e-05,3.3375398436210326,0.31586350681117964,-0.004889891733551362,0.01300066428191637,0.0005867416556261358,0.010401986559901604,-0.0007792004073793427,-0.009350822247454494,-0.04807387736044842,0.02197976137967472,0.03360509653791953,-0.003106569332710392,1.0922995982428323,0.0034380226791812804,-0.01994162275322662,0.45090567113619123,0.9909608467428033,-0.009350822247454656,-0.16524209488072364,0.07218491600774361,0.024519384721044857,-0.0011619981691168802,0.11959271406141694,0.05583002832742373,0.10747694516835488,-0.010229177170484305,-0.0057078880739668,-0.007303442714802512,0.05120803694450866,0.08504105067696303,0.20136056321216642,0.004668380522185913,0.0339313915892506
